Timestamp,hash-rate
11-11-2021,162426659.49654835
12-11-2021,160427088.87774613
13-11-2021,160273275.7532229
14-11-2021,161753319.40522006
15-11-2021,165302524.93292144
16-11-2021,166075887.62625518
17-11-2021,167149669.97568616
18-11-2021,166034035.61704573
19-11-2021,166252273.22847012
20-11-2021,166066724.20991835
21-11-2021,162307875.2122276
22-11-2021,160697678.03750315
23-11-2021,157799323.12299904
24-11-2021,159087480.86277863
25-11-2021,156833204.81816435
26-11-2021,156028106.2308021
27-11-2021,155706066.7958572
28-11-2021,156626480.74936715
29-11-2021,156604781.32573065
30-11-2021,156604715.81627062
01-12-2021,153055005.21769124
02-12-2021,156707914.07701916
03-12-2021,162100790.8414002
04-12-2021,163660443.37358627
05-12-2021,167815674.28599617
06-12-2021,172415536.81368417
07-12-2021,175587855.7982966
08-12-2021,180504950.22444582
09-12-2021,181773877.81829077
10-12-2021,179870486.42752334
11-12-2021,180450982.45005208
12-12-2021,178175819.66922086
13-12-2021,175120783.22723055
14-12-2021,176123588.110964
15-12-2021,173703015.46589616
16-12-2021,167608149.67714038
17-12-2021,168465544.6966372
18-12-2021,165292796.9241182
19-12-2021,166839195.2321401
20-12-2021,167354661.33481407
21-12-2021,169588347.7797346
22-12-2021,170791102.0193072
23-12-2021,177148517.28561947
24-12-2021,177492161.3540688
25-12-2021,180806021.9426723
26-12-2021,178302007.20415694
27-12-2021,179070270.97298437
28-12-2021,174504391.82377312
29-12-2021,174068259.95508343
30-12-2021,168463241.61080176
31-12-2021,168201120.3069294
01-01-2022,172541536.03969553
02-01-2022,176678396.0446433
03-01-2022,175299442.7096607
04-01-2022,177540241.8790074
05-01-2022,178402087.71337152
06-01-2022,183056055.21893772
07-01-2022,181504732.71708232
08-01-2022,176749085.90677047
09-01-2022,173918482.7755318
10-01-2022,174363600.71349806
11-01-2022,176371351.53126004
12-01-2022,174573549.6040158
13-01-2022,180388266.96402663
14-01-2022,183775678.01539248
15-01-2022,187614454.99559852
16-01-2022,193499041.22239774
17-01-2022,196787486.46678552
18-01-2022,192979813.02591544
19-01-2022,198864399.25271466
20-01-2022,197133638.59777373
21-01-2022,194677774.94250134
22-01-2022,191300712.30874825
23-01-2022,187690405.00844282
24-01-2022,188206013.9544905
25-01-2022,193426935.94443193
26-01-2022,188081518.03913757
27-01-2022,183617610.09909025
28-01-2022,187692057.64448112
29-01-2022,190530143.1935408
30-01-2022,191476171.70989403
31-01-2022,190151731.78699952
01-02-2022,190530143.1935408
02-02-2022,194881874.36876568
03-02-2022,197909165.62109604
04-02-2022,193406553.68112502
05-02-2022,187770388.43988648
06-02-2022,189714890.12531066
07-02-2022,188436171.1817085
08-02-2022,188487943.46708372
09-02-2022,186075335.03854275
10-02-2022,186124754.03821903
11-02-2022,188404635.62026232
12-02-2022,201293483.9323125
13-02-2022,201672567.7061963
14-02-2022,204894779.78420883
15-02-2022,208875159.40998906
16-02-2022,211907829.6010597
17-02-2022,214510390.72708112
18-02-2022,214208889.76468307
19-02-2022,208357121.08952805
20-02-2022,207009028.06914547
21-02-2022,202437880.4039917
22-02-2022,199456437.8120655
23-02-2022,199679075.44541842
24-02-2022,195430088.29567218
25-02-2022,195430088.29567218
26-02-2022,190663500.77626553
27-02-2022,189074638.2697966
28-02-2022,195231480.48236352
01-03-2022,197217558.61544964
02-03-2022,194437049.22912908
03-03-2022,197493412.73759118
04-03-2022,198075006.70359483
05-03-2022,197313706.56355065
06-03-2022,195932902.6900244
07-03-2022,194303170.37938258
08-03-2022,191084575.56227186
09-03-2022,191073306.1250442
10-03-2022,190169638.86888745
11-03-2022,189973991.09227338
12-03-2022,196430367.7205381
13-03-2022,200343323.25281975
14-03-2022,201321562.13589016
15-03-2022,199560732.1463634
16-03-2022,202886744.3488028
17-03-2022,205592535.95527077
18-03-2022,206471636.31633124
19-03-2022,206168530.7011749
20-03-2022,206648709.46885258
21-03-2022,206542638.18306574
22-03-2022,208395817.7689305
23-03-2022,206338814.92802435
24-03-2022,203142589.2463183
25-03-2022,205676997.74939138
26-03-2022,206846724.75080973
28-03-2022,202362771.24537277
29-03-2022,203532498.2467911
30-03-2022,203922407.24726388
31-03-2022,201972862.24489996
01-04-2022,201843995.54705408
02-04-2022,200055608.6937024
03-04-2022,196074384.86327407
04-04-2022,198753839.02386722
05-04-2022,199831771.351508
06-04-2022,199830199.98326805
07-04-2022,203962954.34872264
08-04-2022,204228810.45834255
09-04-2022,202807735.23646542
10-04-2022,206461928.6641495
11-04-2022,206664939.41013193
12-04-2022,202401713.74450055
13-04-2022,204025799.7123601
14-04-2022,201995692.2525356
15-04-2022,201764820.10052848
16-04-2022,206231769.11502808
17-04-2022,202030821.9594843
18-04-2022,206682824.99703246
19-04-2022,205730049.77720785
20-04-2022,199524647.6231737
21-04-2022,203174423.1614767
22-04-2022,209265101.84239307
23-04-2022,204654855.34586525
24-04-2022,210467774.84148726
25-04-2022,211670447.84058148
26-04-2022,217282921.8363545
27-04-2022,220490049.83393908
28-04-2022,223151676.63397446
29-04-2022,217205475.81420326
